Datetime,load_kW,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,tariff_eur_kWh,flexible_kW,shifted_load_kW,served_kW,soc_kWh
2/5/22 14:00,0.241,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,0.241,0.241,5
2/5/22 14:30,0.694,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,0.694,0.694,5
2/5/22 15:00,0.674,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,0.674,0.674,5
2/5/22 15:30,0.533,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,0.533,0.533,5
2/5/22 16:00,0.468,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,0.468,0.468,5
2/5/22 16:30,1.74,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0.34800000000000003,1.392,1.392,5
2/5/22 17:00,1.031,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3943,0,1.031,1.031,5
2/5/22 17:30,1.187,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3943,0,1.187,1.187,5
2/5/22 18:00,1.236,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3943,0,1.236,1.236,5
2/5/22 18:30,0.893,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3943,0,0.893,0.893,5
2/5/22 19:00,0.844,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,0.844,0.844,5
2/5/22 19:30,1.038,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,1.038,1.038,5
2/5/22 20:00,0.787,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,0.787,0.787,5
2/5/22 20:30,1.005,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,1.005,1.005,5
2/5/22 21:00,1.272,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,1.272,1.272,5
2/5/22 21:30,0.679,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0,0.679,0.679,5
2/5/22 22:00,2.214,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0.4428,1.7711999999999999,1.7711999999999999,5
2/5/22 22:30,2.034,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.3762,0.4068,1.6271999999999998,1.6271999999999998,5
2/5/22 23:00,0.541,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.2014,0,0.541,0.541,5
2/5/22 23:30,1.955,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.2014,0,1.955,1.955,5
2/6/22 0:00,0.495,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.2014,0,0.495,0.495,5
2/6/22 0:30,0.429,4.070588235294117,1.7142857142857142,0.30588235294117655,0,-0.2,1021.1133333333333,161.76470588235293,2.476470588235294,0.2014,0,0.429,0.429,5
